,original_index,word_count,parse_depth,fold_baseline,surprisal_baseline,fold_prosody,surprisal_prosody,sic
331,331,9,6,9,10.270124435424805,9,8.783783912658691,1.4863405227661133
332,332,3,3,7,4.351608276367188,7,2.5025367736816406,1.8490715026855478
333,333,19,7,5,17.037813186645508,5,17.23990249633789,-0.2020893096923828
334,334,14,9,3,11.587454795837402,3,10.539209365844728,1.048245429992674
335,335,4,4,6,6.167087554931641,6,5.292585372924805,0.8745021820068359
336,336,4,4,9,4.554747581481934,9,3.2564287185668945,1.298318862915039
337,337,20,9,8,23.03355026245117,8,20.83165740966797,2.2018928527831996
338,338,9,7,10,5.523749351501465,10,5.058708190917969,0.4650411605834961
339,339,15,6,7,9.596416473388672,7,8.889161109924316,0.7072553634643555
340,340,5,4,10,6.684878349304199,10,5.885941505432129,0.7989368438720703
341,341,9,7,2,6.168251991271973,2,5.785633563995361,0.38261842727661133
342,342,6,5,2,4.07253360748291,2,2.607850790023804,1.464682817459106
343,343,4,5,1,4.067378997802734,1,2.0464258193969727,2.0209531784057617
344,344,24,13,2,23.38599395751953,2,20.709625244140625,2.6763687133789062
345,345,6,5,4,5.720258712768555,4,4.237269401550293,1.4829893112182617
346,346,21,15,3,20.35149383544922,3,18.44964599609375,1.9018478393554688
347,347,16,8,8,12.805227279663086,8,11.105061531066896,1.7001657485961896
348,348,7,4,4,7.035730361938477,4,6.135681629180908,0.9000487327575684
349,349,8,5,5,6.449216842651367,5,5.045313835144043,1.4039030075073242
350,350,28,11,9,32.723289489746094,9,30.50981330871582,2.2134761810302734
351,351,10,7,1,8.54251766204834,1,6.813961505889893,1.7285561561584473
352,352,5,5,9,8.01156997680664,9,7.439436435699463,0.5721335411071777
353,353,10,9,3,13.778491020202637,3,12.508880615234377,1.26961040496826
354,354,5,4,1,3.3324010372161865,1,2.163609266281128,1.1687917709350586
355,355,11,8,4,12.68122386932373,4,13.136648178100586,-0.45542430877685547
356,356,9,6,6,7.302418231964111,6,6.402610778808594,0.8998074531555176
357,357,34,12,5,28.83808708190918,5,28.54286193847656,0.29522514343262074
358,358,9,9,10,10.62144660949707,10,8.760126113891602,1.8613204956054688
359,359,9,7,4,10.470377922058104,4,9.439702987670898,1.0306749343872053
360,360,5,3,6,4.3616623878479,6,7.814901828765869,-3.4532394409179688
361,361,6,7,3,5.492715358734131,3,4.03178596496582,1.4609293937683105
362,362,34,16,8,35.722320556640625,8,34.79835510253906,0.9239654541015625
363,363,4,4,9,4.554747581481934,9,2.9700889587402344,1.5846586227416992
364,364,10,11,9,12.306288719177246,9,12.248340606689451,0.057948112487794745
365,365,5,5,10,3.981884002685547,10,2.1477930545806885,1.8340909481048584
366,366,8,4,7,6.488532066345215,7,6.525590896606445,-0.03705883026123047
367,367,38,16,5,33.234397888183594,5,29.912494659423828,3.3219032287597656
